"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","getKoiImage()","","Fri Nov 15 03:44:43 GMT 2024","passed","Fri Nov 15 03:44:43 GMT 2024","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","com.swp391.koibe.services.koiimage.KoiImageServiceTest","getKoiImage"
"","4","getOrdersByStatus()","","Fri Nov 15 03:44:57 GMT 2024","passed","Fri Nov 15 03:44:57 GMT 2024","","com.swp391.koibe.services.order.OrderServiceTest","com.swp391.koibe.services.order.OrderServiceTest","getOrdersByStatus"
"","3","createAscendingAuction()","","Fri Nov 15 03:45:03 GMT 2024","passed","Fri Nov 15 03:45:03 GMT 2024","","com.swp391.koibe.services.auction.AuctionServiceTest","com.swp391.koibe.services.auction.AuctionServiceTest","createAscendingAuction"
"","4","sendEmailOtp()","","Fri Nov 15 03:45:03 GMT 2024","passed","Fri Nov 15 03:45:03 GMT 2024","","com.swp391.koibe.services.forgotpassword.ForgotPasswordServiceTest","com.swp391.koibe.services.forgotpassword.ForgotPasswordServiceTest","sendEmailOtp"
"","3","getAllStaffs()","","Fri Nov 15 03:45:03 GMT 2024","passed","Fri Nov 15 03:45:03 GMT 2024","","com.swp391.koibe.services.user.staff.StaffServiceTest","com.swp391.koibe.services.user.staff.StaffServiceTest","getAllStaffs"
"","3","updatePaymentStatus()","","Fri Nov 15 03:44:40 GMT 2024","passed","Fri Nov 15 03:44:40 GMT 2024","","com.swp391.koibe.controllers.PaymentControllerTest","com.swp391.koibe.controllers.PaymentControllerTest","updatePaymentStatus"
"","3","updateAuctionKoi()","","Fri Nov 15 03:45:06 GMT 2024","passed","Fri Nov 15 03:45:06 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","updateAuctionKoi"
"","5","getFeedbackById()","","Fri Nov 15 03:44:53 GMT 2024","passed","Fri Nov 15 03:44:53 GMT 2024","","com.swp391.koibe.services.feedback.FeedbackServiceTest","com.swp391.koibe.services.feedback.FeedbackServiceTest","getFeedbackById"
"","3","logout()","","Fri Nov 15 03:44:40 GMT 2024","passed","Fri Nov 15 03:44:40 GMT 2024","","com.swp391.koibe.controllers.UserControllerTest","com.swp391.koibe.controllers.UserControllerTest","logout"
"","6","processBid()","","Fri Nov 15 03:44:36 GMT 2024","passed","Fri Nov 15 03:44:36 GMT 2024","","com.swp391.koibe.controllers.BiddingHistoryControllerTest","com.swp391.koibe.controllers.BiddingHistoryControllerTest","processBid"
"","4","endAuction()","","Fri Nov 15 03:44:36 GMT 2024","passed","Fri Nov 15 03:44:36 GMT 2024","","com.swp391.koibe.controllers.AuctionControllerTest","com.swp391.koibe.controllers.AuctionControllerTest","endAuction"
"","4","getKoisByKeyword()","","Fri Nov 15 03:44:36 GMT 2024","passed","Fri Nov 15 03:44:36 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","getKoisByKeyword"
"","4","getUserDetailsFromToken()","","Fri Nov 15 03:44:57 GMT 2024","passed","Fri Nov 15 03:44:57 GMT 2024","","com.swp391.koibe.services.user.UserServiceTest","com.swp391.koibe.services.user.UserServiceTest","getUserDetailsFromToken"
"","27","testCreateRole_ValidationError()","","Fri Nov 15 03:44:40 GMT 2024","passed","Fri Nov 15 03:44:40 GMT 2024","","com.swp391.koibe.controllers.RoleControllerTest","com.swp391.koibe.controllers.RoleControllerTest","testCreateRole_ValidationError"
"","5","updateCategory()","","Fri Nov 15 03:44:35 GMT 2024","passed","Fri Nov 15 03:44:35 GMT 2024","","com.swp391.koibe.controllers.CategoryControllerTest","com.swp391.koibe.controllers.CategoryControllerTest","updateCategory"
"","9","updatePaymentStatus()","","Fri Nov 15 03:44:49 GMT 2024","passed","Fri Nov 15 03:44:49 GMT 2024","","com.swp391.koibe.services.payment.PaymentServiceTest","com.swp391.koibe.services.payment.PaymentServiceTest","updatePaymentStatus"
"","5","createDrawOutRequest()","","Fri Nov 15 03:44:49 GMT 2024","passed","Fri Nov 15 03:44:49 GMT 2024","","com.swp391.koibe.services.payment.PaymentServiceTest","com.swp391.koibe.services.payment.PaymentServiceTest","createDrawOutRequest"
"","2","createMember()","","Fri Nov 15 03:45:00 GMT 2024","passed","Fri Nov 15 03:45:00 GMT 2024","","com.swp391.koibe.services.user.member.MemberServiceTest","com.swp391.koibe.services.user.member.MemberServiceTest","createMember"
"","5","deleteById()","","Fri Nov 15 03:44:49 GMT 2024","passed","Fri Nov 15 03:44:49 GMT 2024","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","deleteById"
"","5","getPaymentsByKeywordAndStatus()","","Fri Nov 15 03:44:49 GMT 2024","passed","Fri Nov 15 03:44:49 GMT 2024","","com.swp391.koibe.services.payment.PaymentServiceTest","com.swp391.koibe.services.payment.PaymentServiceTest","getPaymentsByKeywordAndStatus"
"","3","sealed()","","Fri Nov 15 03:44:54 GMT 2024","passed","Fri Nov 15 03:44:54 GMT 2024","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","sealed"
"","72","testGetRoleById_NotFound()","","Fri Nov 15 03:44:40 GMT 2024","passed","Fri Nov 15 03:44:40 GMT 2024","","com.swp391.koibe.controllers.RoleControllerTest","com.swp391.koibe.controllers.RoleControllerTest","testGetRoleById_NotFound"
"","5","getKoisByKeywordNotAuth()","","Fri Nov 15 03:44:36 GMT 2024","passed","Fri Nov 15 03:44:36 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","getKoisByKeywordNotAuth"
"","3","notifyAllUserUpcomingAuction()","","Fri Nov 15 03:44:36 GMT 2024","passed","Fri Nov 15 03:44:36 GMT 2024","","com.swp391.koibe.controllers.AuctionControllerTest","com.swp391.koibe.controllers.AuctionControllerTest","notifyAllUserUpcomingAuction"
"","5","createNewKoi()","","Fri Nov 15 03:44:36 GMT 2024","passed","Fri Nov 15 03:44:36 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","createNewKoi"
"","5","uploadImages()","","Fri Nov 15 03:44:36 GMT 2024","passed","Fri Nov 15 03:44:36 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","uploadImages"
"","10","testUpdateRole()","","Fri Nov 15 03:44:49 GMT 2024","passed","Fri Nov 15 03:44:49 GMT 2024","","com.swp391.koibe.services.role.RoleServiceTest","com.swp391.koibe.services.role.RoleServiceTest","testUpdateRole"
"","9","getAllBreeders()","","Fri Nov 15 03:45:03 GMT 2024","passed","Fri Nov 15 03:45:03 GMT 2024","","com.swp391.koibe.services.user.breeder.BreederServiceTest","com.swp391.koibe.services.user.breeder.BreederServiceTest","getAllBreeders"
"","3","deleteMember()","","Fri Nov 15 03:45:00 GMT 2024","passed","Fri Nov 15 03:45:00 GMT 2024","","com.swp391.koibe.services.user.member.MemberServiceTest","com.swp391.koibe.services.user.member.MemberServiceTest","deleteMember"
"","3","setTokenExpired()","","Fri Nov 15 03:44:43 GMT 2024","passed","Fri Nov 15 03:44:43 GMT 2024","","com.swp391.koibe.services.token.TokenServiceTest","com.swp391.koibe.services.token.TokenServiceTest","setTokenExpired"
