"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","getAuctionKoiByAuctionIdV2()","","Fri Nov 22 04:01:51 GMT 2024","passed","Fri Nov 22 04:01:51 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","getAuctionKoiByAuctionIdV2"
"","21","getById()","","Fri Nov 22 04:01:43 GMT 2024","passed","Fri Nov 22 04:01:43 GMT 2024","","com.swp391.koibe.services.category.CategoryServiceTest","com.swp391.koibe.services.category.CategoryServiceTest","getById"
"","3","createMember()","","Fri Nov 22 04:01:46 GMT 2024","passed","Fri Nov 22 04:01:46 GMT 2024","","com.swp391.koibe.services.user.member.MemberServiceTest","com.swp391.koibe.services.user.member.MemberServiceTest","createMember"
"","179","testGetAllRoles()","","Fri Nov 22 04:01:35 GMT 2024","passed","Fri Nov 22 04:01:35 GMT 2024","","com.swp391.koibe.services.role.RoleServiceTest","com.swp391.koibe.services.role.RoleServiceTest","testGetAllRoles"
"","8","createCategory()","","Fri Nov 22 04:01:43 GMT 2024","passed","Fri Nov 22 04:01:43 GMT 2024","","com.swp391.koibe.services.category.CategoryServiceTest","com.swp391.koibe.services.category.CategoryServiceTest","createCategory"
"","10","updateAuctionParticipant()","","Fri Nov 22 04:01:29 GMT 2024","passed","Fri Nov 22 04:01:29 GMT 2024","","com.swp391.koibe.services.auctionparticipant.AuctionParticipantServiceTest","com.swp391.koibe.services.auctionparticipant.AuctionParticipantServiceTest","updateAuctionParticipant"
"","14","deleteFeedback()","","Fri Nov 22 04:01:40 GMT 2024","passed","Fri Nov 22 04:01:40 GMT 2024","","com.swp391.koibe.services.feedback.FeedbackServiceTest","com.swp391.koibe.services.feedback.FeedbackServiceTest","deleteFeedback"
"","3","fixedPrice()","","Fri Nov 22 04:01:40 GMT 2024","passed","Fri Nov 22 04:01:40 GMT 2024","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","fixedPrice"
"","6","createOrderDetail()","","Fri Nov 22 04:01:35 GMT 2024","passed","Fri Nov 22 04:01:35 GMT 2024","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","createOrderDetail"
"","3","getKoiById()","","Fri Nov 22 04:01:40 GMT 2024","passed","Fri Nov 22 04:01:40 GMT 2024","","com.swp391.koibe.services.koi.KoiServiceTest","com.swp391.koibe.services.koi.KoiServiceTest","getKoiById"
"","4","getAuctionsByKeyword()","","Fri Nov 22 04:01:22 GMT 2024","passed","Fri Nov 22 04:01:22 GMT 2024","","com.swp391.koibe.controllers.AuctionControllerTest","com.swp391.koibe.controllers.AuctionControllerTest","getAuctionsByKeyword"
"","4","refreshToken()","","Fri Nov 22 04:01:29 GMT 2024","passed","Fri Nov 22 04:01:29 GMT 2024","","com.swp391.koibe.services.token.TokenServiceTest","com.swp391.koibe.services.token.TokenServiceTest","refreshToken"
"","3","getKoisByBreederIdAndStatus()","","Fri Nov 22 04:01:48 GMT 2024","passed","Fri Nov 22 04:01:48 GMT 2024","","com.swp391.koibe.services.user.breeder.BreederServiceTest","com.swp391.koibe.services.user.breeder.BreederServiceTest","getKoisByBreederIdAndStatus"
"","3","getAllAuctionKois()","","Fri Nov 22 04:01:51 GMT 2024","passed","Fri Nov 22 04:01:51 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","getAllAuctionKois"
"","5","blockOrEnable()","","Fri Nov 22 04:01:26 GMT 2024","passed","Fri Nov 22 04:01:26 GMT 2024","","com.swp391.koibe.controllers.UserControllerTest","com.swp391.koibe.controllers.UserControllerTest","blockOrEnable"
"","3","createOtp()","","Fri Nov 22 04:01:51 GMT 2024","passed","Fri Nov 22 04:01:51 GMT 2024","","com.swp391.koibe.services.otp.OtpServiceTest","com.swp391.koibe.services.otp.OtpServiceTest","createOtp"
"","2","getKoisByBreederId()","","Fri Nov 22 04:01:22 GMT 2024","passed","Fri Nov 22 04:01:22 GMT 2024","","com.swp391.koibe.controllers.BreederControllerTest","com.swp391.koibe.controllers.BreederControllerTest","getKoisByBreederId"
"","16","updateKoi()","","Fri Nov 22 04:01:40 GMT 2024","passed","Fri Nov 22 04:01:40 GMT 2024","","com.swp391.koibe.services.koi.KoiServiceTest","com.swp391.koibe.services.koi.KoiServiceTest","updateKoi"
"","2","sealed()","","Fri Nov 22 04:01:40 GMT 2024","passed","Fri Nov 22 04:01:40 GMT 2024","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","sealed"
"","6","getAllStaffs()","","Fri Nov 22 04:01:22 GMT 2024","passed","Fri Nov 22 04:01:22 GMT 2024","","com.swp391.koibe.controllers.StaffControllerTest","com.swp391.koibe.controllers.StaffControllerTest","getAllStaffs"
"","3","deleteAuctionKoi()","","Fri Nov 22 04:01:26 GMT 2024","passed","Fri Nov 22 04:01:26 GMT 2024","","com.swp391.koibe.controllers.AuctionKoiControllerTest","com.swp391.koibe.controllers.AuctionKoiControllerTest","deleteAuctionKoi"
"","71","testGetRoleById_NotFound()","","Fri Nov 22 04:01:25 GMT 2024","passed","Fri Nov 22 04:01:25 GMT 2024","","com.swp391.koibe.controllers.RoleControllerTest","com.swp391.koibe.controllers.RoleControllerTest","testGetRoleById_NotFound"
"","3","findById()","","Fri Nov 22 04:01:49 GMT 2024","passed","Fri Nov 22 04:01:49 GMT 2024","","com.swp391.koibe.services.user.staff.StaffServiceTest","com.swp391.koibe.services.user.staff.StaffServiceTest","findById"
"","5","processBid()","","Fri Nov 22 04:01:22 GMT 2024","passed","Fri Nov 22 04:01:22 GMT 2024","","com.swp391.koibe.controllers.BiddingHistoryControllerTest","com.swp391.koibe.controllers.BiddingHistoryControllerTest","processBid"
"","3","isAuctionActive()","","Fri Nov 22 04:01:51 GMT 2024","passed","Fri Nov 22 04:01:51 GMT 2024","","com.swp391.koibe.utils.DateTimeUtilsTest","com.swp391.koibe.utils.DateTimeUtilsTest","isAuctionActive"
"","5","handlePaymentReturn()","","Fri Nov 22 04:01:35 GMT 2024","passed","Fri Nov 22 04:01:35 GMT 2024","","com.swp391.koibe.services.payment.PaymentServiceTest","com.swp391.koibe.services.payment.PaymentServiceTest","handlePaymentReturn"
"","4","notifyUsersAboutUpcomingAuctions()","","Fri Nov 22 04:01:49 GMT 2024","passed","Fri Nov 22 04:01:49 GMT 2024","","com.swp391.koibe.services.auction.AuctionMailServiceTest","com.swp391.koibe.services.auction.AuctionMailServiceTest","notifyUsersAboutUpcomingAuctions"
"","5","deleteOrderDetail()","","Fri Nov 22 04:01:22 GMT 2024","passed","Fri Nov 22 04:01:22 GMT 2024","","com.swp391.koibe.controllers.OrderDetailControllerTest","com.swp391.koibe.controllers.OrderDetailControllerTest","deleteOrderDetail"
"","3","getAllMembers()","","Fri Nov 22 04:01:26 GMT 2024","passed","Fri Nov 22 04:01:26 GMT 2024","","com.swp391.koibe.controllers.MemberControllerTest","com.swp391.koibe.controllers.MemberControllerTest","getAllMembers"
"","2","update()","","Fri Nov 22 04:01:49 GMT 2024","passed","Fri Nov 22 04:01:49 GMT 2024","","com.swp391.koibe.services.user.staff.StaffServiceTest","com.swp391.koibe.services.user.staff.StaffServiceTest","update"
"","2","createOrder()","","Fri Nov 22 04:01:43 GMT 2024","passed","Fri Nov 22 04:01:43 GMT 2024","","com.swp391.koibe.services.order.OrderServiceTest","com.swp391.koibe.services.order.OrderServiceTest","createOrder"
"","4","getUnverifiedKoisByKeyword()","","Fri Nov 22 04:01:22 GMT 2024","passed","Fri Nov 22 04:01:22 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","getUnverifiedKoisByKeyword"
"","45","testCreateRole_Success()","","Fri Nov 22 04:01:25 GMT 2024","passed","Fri Nov 22 04:01:25 GMT 2024","","com.swp391.koibe.controllers.RoleControllerTest","com.swp391.koibe.controllers.RoleControllerTest","testCreateRole_Success"
"","11","testUpdateRole()","","Fri Nov 22 04:01:35 GMT 2024","passed","Fri Nov 22 04:01:35 GMT 2024","","com.swp391.koibe.services.role.RoleServiceTest","com.swp391.koibe.services.role.RoleServiceTest","testUpdateRole"
"","2","convertToUserDTO()","","Fri Nov 22 04:01:51 GMT 2024","passed","Fri Nov 22 04:01:51 GMT 2024","","com.swp391.koibe.utils.DTOConverterTest","com.swp391.koibe.utils.DTOConverterTest","convertToUserDTO"
"","5","getKoi()","","Fri Nov 22 04:01:22 GMT 2024","passed","Fri Nov 22 04:01:22 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","getKoi"
"","3","getKoiByKeyword()","","Fri Nov 22 04:01:51 GMT 2024","passed","Fri Nov 22 04:01:51 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","getKoiByKeyword"
"","3","createUser()","","Fri Nov 22 04:01:43 GMT 2024","passed","Fri Nov 22 04:01:43 GMT 2024","","com.swp391.koibe.services.user.UserServiceTest","com.swp391.koibe.services.user.UserServiceTest","createUser"
"","3","updateBreeder()","","Fri Nov 22 04:01:48 GMT 2024","passed","Fri Nov 22 04:01:48 GMT 2024","","com.swp391.koibe.services.user.breeder.BreederServiceTest","com.swp391.koibe.services.user.breeder.BreederServiceTest","updateBreeder"
"","3","getAllFeedbacks()","","Fri Nov 22 04:01:26 GMT 2024","passed","Fri Nov 22 04:01:26 GMT 2024","","com.swp391.koibe.controllers.FeedbackControllerTest","com.swp391.koibe.controllers.FeedbackControllerTest","getAllFeedbacks"
"","10","getKoisByBreederID()","","Fri Nov 22 04:01:48 GMT 2024","passed","Fri Nov 22 04:01:48 GMT 2024","","com.swp391.koibe.services.user.breeder.BreederServiceTest","com.swp391.koibe.services.user.breeder.BreederServiceTest","getKoisByBreederID"
"","25","testDeleteRole_Success()","","Fri Nov 22 04:01:26 GMT 2024","passed","Fri Nov 22 04:01:26 GMT 2024","","com.swp391.koibe.controllers.RoleControllerTest","com.swp391.koibe.controllers.RoleControllerTest","testDeleteRole_Success"
"","3","handleVNPayReturn()","","Fri Nov 22 04:01:26 GMT 2024","passed","Fri Nov 22 04:01:26 GMT 2024","","com.swp391.koibe.controllers.PaymentControllerTest","com.swp391.koibe.controllers.PaymentControllerTest","handleVNPayReturn"
"","4","existsByName()","","Fri Nov 22 04:01:40 GMT 2024","passed","Fri Nov 22 04:01:40 GMT 2024","","com.swp391.koibe.services.koi.KoiServiceTest","com.swp391.koibe.services.koi.KoiServiceTest","existsByName"
"","6","testUpdatePaymentStatus()","","Fri Nov 22 04:01:35 GMT 2024","passed","Fri Nov 22 04:01:35 GMT 2024","","com.swp391.koibe.services.payment.PaymentServiceTest","com.swp391.koibe.services.payment.PaymentServiceTest","testUpdatePaymentStatus"
"","25","testUpdateRole_ValidationError()","","Fri Nov 22 04:01:26 GMT 2024","passed","Fri Nov 22 04:01:26 GMT 2024","","com.swp391.koibe.controllers.RoleControllerTest","com.swp391.koibe.controllers.RoleControllerTest","testUpdateRole_ValidationError"
"","3","getOrdersByStatus()","","Fri Nov 22 04:01:43 GMT 2024","passed","Fri Nov 22 04:01:43 GMT 2024","","com.swp391.koibe.services.order.OrderServiceTest","com.swp391.koibe.services.order.OrderServiceTest","getOrdersByStatus"
"","5","createOrderDetail()","","Fri Nov 22 04:01:22 GMT 2024","passed","Fri Nov 22 04:01:22 GMT 2024","","com.swp391.koibe.controllers.OrderDetailControllerTest","com.swp391.koibe.controllers.OrderDetailControllerTest","createOrderDetail"
"","7","deleteBreeder()","","Fri Nov 22 04:01:49 GMT 2024","passed","Fri Nov 22 04:01:49 GMT 2024","","com.swp391.koibe.services.user.breeder.BreederServiceTest","com.swp391.koibe.services.user.breeder.BreederServiceTest","deleteBreeder"
"","5","getPaymentsByKeywordAndStatus()","","Fri Nov 22 04:01:35 GMT 2024","passed","Fri Nov 22 04:01:35 GMT 2024","","com.swp391.koibe.services.payment.PaymentServiceTest","com.swp391.koibe.services.payment.PaymentServiceTest","getPaymentsByKeywordAndStatus"
