"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","getAllKoiImages()","","Sun Nov 17 09:27:30 GMT 2024","passed","Sun Nov 17 09:27:30 GMT 2024","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","com.swp391.koibe.services.koiimage.KoiImageServiceTest","getAllKoiImages"
"","6","updateCategory()","","Sun Nov 17 09:27:22 GMT 2024","passed","Sun Nov 17 09:27:22 GMT 2024","","com.swp391.koibe.controllers.CategoryControllerTest","com.swp391.koibe.controllers.CategoryControllerTest","updateCategory"
"","6","convertToKoiImageDTO()","","Sun Nov 17 09:27:54 GMT 2024","passed","Sun Nov 17 09:27:54 GMT 2024","","com.swp391.koibe.utils.DTOConverterTest","com.swp391.koibe.utils.DTOConverterTest","convertToKoiImageDTO"
"","4","getAllAuctions()","","Sun Nov 17 09:27:22 GMT 2024","passed","Sun Nov 17 09:27:22 GMT 2024","","com.swp391.koibe.controllers.AuctionControllerTest","com.swp391.koibe.controllers.AuctionControllerTest","getAllAuctions"
"","2","deleteKoi()","","Sun Nov 17 09:27:23 GMT 2024","passed","Sun Nov 17 09:27:23 GMT 2024","","com.swp391.koibe.controllers.BreederControllerTest","com.swp391.koibe.controllers.BreederControllerTest","deleteKoi"
"","3","testGetAllAuctions()","","Sun Nov 17 09:27:51 GMT 2024","passed","Sun Nov 17 09:27:51 GMT 2024","","com.swp391.koibe.services.auction.AuctionServiceTest","com.swp391.koibe.services.auction.AuctionServiceTest","testGetAllAuctions"
"","8","testGetAuctionByStatus()","","Sun Nov 17 09:27:51 GMT 2024","passed","Sun Nov 17 09:27:51 GMT 2024","","com.swp391.koibe.services.auction.AuctionServiceTest","com.swp391.koibe.services.auction.AuctionServiceTest","testGetAuctionByStatus"
"","2282","testDeleteRole_NotFound()","","Sun Nov 17 09:27:23 GMT 2024","passed","Sun Nov 17 09:27:25 GMT 2024","","com.swp391.koibe.controllers.RoleControllerTest","com.swp391.koibe.controllers.RoleControllerTest","testDeleteRole_NotFound"
"","3","verifiedUserNotLogin()","","Sun Nov 17 09:27:23 GMT 2024","passed","Sun Nov 17 09:27:23 GMT 2024","","com.swp391.koibe.controllers.OtpControllerTest","com.swp391.koibe.controllers.OtpControllerTest","verifiedUserNotLogin"
"","3","getMember()","","Sun Nov 17 09:27:27 GMT 2024","passed","Sun Nov 17 09:27:27 GMT 2024","","com.swp391.koibe.controllers.MemberControllerTest","com.swp391.koibe.controllers.MemberControllerTest","getMember"
"","4","existsByName()","","Sun Nov 17 09:27:53 GMT 2024","passed","Sun Nov 17 09:27:53 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","existsByName"
