"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","handlePaymentReturn()","","Fri Nov 15 16:18:18 GMT 2024","passed","Fri Nov 15 16:18:18 GMT 2024","","com.swp391.koibe.services.payment.PaymentServiceTest","com.swp391.koibe.services.payment.PaymentServiceTest","handlePaymentReturn"
"","3","getKoisByBreederIdAndStatus()","","Fri Nov 15 16:18:32 GMT 2024","passed","Fri Nov 15 16:18:32 GMT 2024","","com.swp391.koibe.services.user.breeder.BreederServiceTest","com.swp391.koibe.services.user.breeder.BreederServiceTest","getKoisByBreederIdAndStatus"
"","4","getOrdersByStatus()","","Fri Nov 15 16:18:27 GMT 2024","passed","Fri Nov 15 16:18:27 GMT 2024","","com.swp391.koibe.services.order.OrderServiceTest","com.swp391.koibe.services.order.OrderServiceTest","getOrdersByStatus"
"","3","updateAuctionKoi()","","Fri Nov 15 16:18:35 GMT 2024","passed","Fri Nov 15 16:18:35 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","updateAuctionKoi"
"","3","updateOrderDetail()","","Fri Nov 15 16:18:05 GMT 2024","passed","Fri Nov 15 16:18:05 GMT 2024","","com.swp391.koibe.controllers.OrderDetailControllerTest","com.swp391.koibe.controllers.OrderDetailControllerTest","updateOrderDetail"
"","3","getAuctionKoiByAuctionIdV2()","","Fri Nov 15 16:18:35 GMT 2024","passed","Fri Nov 15 16:18:35 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","getAuctionKoiByAuctionIdV2"
"","9","getUserById()","","Fri Nov 15 16:18:27 GMT 2024","passed","Fri Nov 15 16:18:27 GMT 2024","","com.swp391.koibe.services.user.UserServiceTest","com.swp391.koibe.services.user.UserServiceTest","getUserById"
"","3","notifyAllUserUpcomingAuction()","","Fri Nov 15 16:18:05 GMT 2024","passed","Fri Nov 15 16:18:05 GMT 2024","","com.swp391.koibe.controllers.AuctionControllerTest","com.swp391.koibe.controllers.AuctionControllerTest","notifyAllUserUpcomingAuction"
"","6","testCreateRole()","","Fri Nov 15 16:18:18 GMT 2024","passed","Fri Nov 15 16:18:18 GMT 2024","","com.swp391.koibe.services.role.RoleServiceTest","com.swp391.koibe.services.role.RoleServiceTest","testCreateRole"
"","3","getKoisByKeyword()","","Fri Nov 15 16:18:05 GMT 2024","passed","Fri Nov 15 16:18:05 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","getKoisByKeyword"
